tweet_id,content,post_date,relevant,final_stance,final_sentiment,final_children
A2544,"@jrodrigosp @JessicaLig @prefeiturabelem Teremos Pfizer e Astrazeneca. #EquipeEd",2021-08-19,1,favorable,positive,false
B18150,"Hoje faz 3 anos da injusta prisão do presidente @LulaOficial. Como seria o Dia Mundial da Saúde se a quadrilha de Curitiba não tivesse ajudado a eleger esse governo genocida? Meus cumprimentos aos profissionais da saúde, se cuidem, defendam o SUS e exijam vacina para todos!",2021-04-07,1,favorable,negative,false
B21268,"Ou seja, desmereceu a ciência brasileira e só agora, sem alternativa, quer que as coisas sejam resolvidas na base do autoritarismo. Enquanto isso, a população brasileira fica a mercê da própria sorte.  #ImpeachemntEVacinaJá #ForaBolsonaro",2021-01-16,1,favorable,negative,false
A5338,"Estamos prontos para avançar na imunização de muito mais recifenses tão logo cheguem novas remessas de vacina. ",2021-04-29,1,favorable,positive,false
B21315,"Diante desse governo negacionista, precisamos participar do levante em defesa da vida!\n #coalizãonegra #volta600 #vacinaparatodasaspessoas",2021-02-18,1,favorable,negative,false
B6519,"Vejam só a que ponto chegamos com a desumanidade. O percentual de óbitos é muito maior entre os idosos , de acordo com o IBGE a maioria ou moram sozinhos ou com cônjuges também idosos e mesmo assim tem político no Brasil querendo tirá-los da fila de prioridades na vacina !!!",2021-03-06,1,favorable,negative,false
B13961,"Mesmo sendo feriado, todas as unidades básicas de saúde estavam abertas e o drive-thru no Parque da Sementeira em pleno funcionamento para garantir aos nossos cidadãos a proteção contra a covid-19. Amanhã e domingo a vacinação continua! 🙌",2021-04-02,1,favorable,positive,false
B20124,"Estamos vivendo o maior colapso sanitário e hospitalar da história do Brasil. As taxas de ocupação de leitos de UTI passam de 80% em todo país. A ampliação das medidas de distanciamento social, a garantia de renda e a vacinação são URGENTES! Queremos ver nosso povo viver! ",2021-03-17,1,favorable,negative,false
B12536,"@helenaaraujo39 A Sesma deve iniciar a vacinação para essa faixa etária, assim que tiver doses disponíveis, mas só para quem tem comorbidades, seguindo as normativas da lei N° 14.190 que incluiu crianças e adolescentes com comorbidades na vacinação contra a Covid-19. #EquipeEd",2021-08-23,1,favorable,negative,true
A3643,"#ImunizaJáCuritiba  A partir de amanhã teremos mais um ponto fixo para imunização, o Centro de Esporte e Lazer Avelino Vieira, no Bacacheri - o terceiro da região do Boa Vista para distribuir melhor o fluxo de atendimento. Informe-se na matéria:  ",2021-04-23,1,favorable,positive,false
B16793,"Janssen: mta gente questionando sobre. Vamos receber hoje 4 mil doses. Amanhã, então, faremos segunda dose p/ pessoas com mais de 45 anos que já tenham tomado a primeira da Janssen há pelo menos 2 meses. Amanhã, sexta, nos pontos fixos. Vamos aguardar mais doses para avançar mais",2021-12-09,1,favorable,positive,false
B10309,"Governo Bolsonaro\n\nU$1 por dose de vacina \n400 milhões de doses\nU$ 400 milhões em propina \n\nSimples assim",2021-06-30,1,unclear,negative,false
B23566,"O acinte de Jair Bolsonaro na rapidez da resposta à Conmebol, confrontada com a demora da resposta à empresas para compra de vacinas, é mais uma face da política de genocídio e da estratégia institucional de propagação do vírus orquestrada pelo Palácio do Planalto.",2021-06-03,1,favorable,negative,false
B17621,"Solidariedade à família do ator @JoaoAcaiabe, o Tio Barnabé do ""Sítio do Picapau"". Uma das quase 4 mil vítimas, só de ontem, 31, do #governogenocida, que transformou a @Covid-19 em arma. Como mostrou @oatila, a falta de vacina foi opção deliberada. #BolsonaroDay ",2021-04-01,1,favorable,negative,false
B15550,"Infelizmente, hoje partiu de forma prematura o prefeito de São Paulo, Bruno Covas, que lutava bravamente contra o câncer. Meus sentimentos aos familiares e aos companheiros de política.",2021-05-16,0,"","",""
B25357,"Esse continua sendo o nosso compromisso: levar a vacina, de forma célere, a todos os fortalezenses.",2021-06-21,1,favorable,positive,false
B20304,"Em decisão judicial histórica, a Suprema Corte do México descriminalizou o aborto. A partir de agora, está anulada a pena de prisão para a interrupção voluntária da gravidez, ainda aplicada em alguns Estados. ",2021-09-08,0,"","",""
B27188,"DENÚNCIA GRAVE\n\nSegundo alguns GCM’s, \nontem e hoje ocorreu a vacinação para o GCMs de João Pessoa, porém grande parte das vacinas foram destinadas aos prestadores de serviço de outras secretarias.",2021-04-20,1,favorable,negative,false
A4792,"???? Governo do Canadá ao receber uma proposta pouco crível de milhões de doses de vacinas: ""Vocês serão processados"". ??\n\n???? Governo Bolsonaro ao receber a mesma proposta duvidosa: ""Quero propina de um dólar por dose!"". ??\n\nÉ um governo de bandidos!",2021-07-15,1,unclear,negative,false
B17261,"Governo Bolsonaro suspendeu a compra de vacinas Covaxin.\n\nSe o contrato estava irregular, por que assinou?\n\nSe o contrato não tinha esquema, por que suspendeu?\n\nConfissão de culpa!",2021-06-29,1,unclear,negative,false
A4298,"Diretor do Ministério da Saúde suspeito da propina diz que reunião clandestina aconteceu por acaso. Um homem diz que tem 400 milhões de doses de vacina senta contigo na praça de alimentação de um shopping e você pede 2 bilhões de reais em propina. Quem nunca? ?? #CpiDaCovid",2021-07-07,1,unclear,negative,false
A2063,"O ajudante de ordens de Bolsonaro confirmou, em depoimento à Polícia Federal, o encontro, ocorrido em março deste ano, entre o presidente e o deputado federal Luís Miranda sobre denúncias de corrupção na compra da vacina Covaxin. ",2021-10-20,1,unclear,negative,false
B23575,"1 mês da Chacina do Jacarezinho. Não será esquecida. O vídeo é do ato na comunidade, um dia depois do acontecido. Na última semana protocolei, representando a bancada do PSOL na Alerj enquanto líder, uma representação contra o sigilo de 5 anos nas investigações sobre a chacina. ",2021-06-06,0,"","",""
B23397,"O gov. Cláudio Castro criou um comitê de apoio científico às medidas contra a COVID onde os membros defendem tratamento precoce. Não há comprovação científica qq e vão contra recomendações da OMS. Um comitê contra a vida, espalhando desserviço p/ os q querem salva-las.",2021-04-13,1,unclear,negative,false
B23908,"Os municípios das ADS são Maracanaú, Caucaia, Baturité, Itapipoca, Sobral, Tianguá, Camocim, Acaraú, Crateús, Juazeiro do Norte, Crato, Iguatu, Brejo Santo, Icó, Tauá, Quixadá, Canindé, Aracati, Russas e Limoeiro do Norte. A SESA prevê vacinação de 109 mil pessoas com essas doses",2021-01-18,1,favorable,positive,false
B27234,"#NossasVidasImportam\n#VacinaParaTodosJá ",2021-05-05,1,favorable,negative,false
B23480,"URGENTE 2 👇🏿\nSolicitei também, ao Conselho Nacional de Direitos Humanos, uma visita emergencial no Jacarezinho. A situação é mto grave e toda fiscalização independente é fundamental.",2021-05-11,0,"","",""
B20432,"Aí vacina juiz, vacina advogado, vacina engenheiro... E quando toda a classe média estiver vacinada, a preocupação em vacinar vai ser menor. Não haverá a menor pressa em vacinar o ambulante, o uber, o entregador, o gari, o zelador, o porteiro...\n\nVacina tem q ser pelo SUS",2021-04-08,1,favorable,negative,false
B10159,"Top 5 Sofrências com Lula:\n\n1. Valor do Dólar\n2. Preço do Combustível\n3. Preço do Gás de Cozinha\n4. Aumento do salário mínimo \n5. Respeito Internacional\n\nVou deixar de fora: política de vacinação, Protagonismo da economia no Mundo, valor da cesta básica e outros pra não chorar. ",2021-04-19,1,favorable,negative,false
B24162,"Não caia nessa de bancar o ""sommelier de vacina"". A melhor vacina é aquela que chega primeiro até a gente 💉💛 \n   \n#VivaOSus #VacinaParaTodosJa ",2021-06-29,1,favorable,positive,false
B7717,"EXCLUSIVO - PRIMEIRA A SER VACINADA NO BRASIL É MULHER, NEGRA E ENFERMEIRA DA UTI DO HOSPITAL EMILIO RIBAS. ELA TRABALHA HA DEZ MESES CUIDANDO DE PACIENTES DE COVID-19.\n",2021-01-17,1,favorable,positive,false
B11384,"@nataliarbahia Infelizmente, não temos previsão. A Secretaria Municipal de Saúde (Sesma) nos informou que dessa nova remessa de vacinas recebidas pelo governo do estado todas foram enviadas para o interior. A capital Belém não chegou a receber doses. #EquipeEd",2021-04-09,1,favorable,negative,false
A2101,"A obrigatoriedade da vacinação não deve ser aceitável sob nenhuma justificativa. A própria ONU reconheceu como ilegítimo o caráter forçado de campanhas de imunização. Vacinas são importantes? Sim! Mas a liberdade é fundamental! ",2021-12-08,1,unfavorable,negative,false
B13839,"Amanhã, as equipes seguirão no drive-thru no (é necessário fazer o cadastro) e em 3 UBSs:\n•Augusto Franco, no Cj. Augusto Franco\n•Francisco Fonseca, no 18 do Forte\n•Edezio Vieira de Melo, no Siqueira Campos\n\n🚨A  vacinação dos profissionais da saúde será apenas no drive-thru🚗 ",2021-03-12,1,favorable,positive,false
B17222,"A mobilização de rua é o componente que faltava para abrir uma janela de oportunidade ao impeachment. Por isso, com responsabilidade em relação aos protocolos sanitários e com a convicção de que não temos outra saída, as manifestações devem continuar. \n",2021-06-01,0,"","",""
B22155,"Renan indo muito bem hoje. Mostrando que Bolsonaro teve participação direta na compra da Covaxin ao ligar para o Primeiro Ministro da Índia.\n\nE ainda mostrou a prova da proposta de 10 dólares a dose, depois majorada em 50%.",2021-07-07,1,unclear,negative,false
B25763,"Também foram aprovadas hoje a nova Lei de Incentivos Fiscais, que vai desburocratizar e estimular novas adesões, e a proposta de isenção de taxa de licenciamento sanitário de médio risco, que, em meio a pandemia, busca desonerar o empreendedor que, (cont)",2021-12-08,0,"","",""
B25353,"Pessoal, a partir de segunda-feira (21/6), teremos 113 pontos de vacinação contra a Covid-19. Serão 100 postos de saúde (ampliação de 60), 4 Cucas, 3 policlínicas, 3 shoppings, além do Sesi Parangaba, Castelão, Centro de Eventos.",2021-06-19,1,favorable,positive,false
B17582,"Pessoal,\nAmanhã (16) realizaremos o dia “V”, o dia da vacinação contra a COVID-19. \nSerá disponibilizado vacinas em todas as unidades básicas de saúde do município, incluindo as rurais. \nO atendimento será das 08h às 17h e serão oferecidos 1ª,2ª e 3ª dose.\nMe ajudem,compartilhem!",2021-10-15,1,favorable,positive,false
B10783,"Bom dia, pessoal. Vamos vacinar 💉 é muito importante que todos que já estiverem nos grupos chamados procurem se vacinar! Hoje estamos vacinando pessoas a partir de 39 anos e aplicando a segunda dose daqueles que estão no período de recebimento.",2021-07-08,1,favorable,positive,false
B12996,"@araujocrts Te vacina e tá perdoada. 🤣💉💪🏽",2021-06-12,1,favorable,positive,false
B20771,"Gasolina quase 7 reais \nGás de cozinha + de 100 reais \nCesta Básica completa 600 reais \nConta de Luz reajuste de 52% \nDólar na casa dos 5 reais \nCarne mais de 60 reais \nInflação subindo. \nDesemprego recorde. \nPandemia descontrolada. \nVacinas atrasadas. \nSua vida melhorou em que?",2021-06-29,1,favorable,negative,false
A4908,"""O senhor chamou o Dominguetti de picareta, mas esses áudios deixam uma dúvida: quem está falando a verdade? O senhor mente quando fala que não negociou vacinas."" \n\nApós mostrar áudios, Rogério Carvalho acusa ex-diretor do Ministério da Saúde Roberto Dias de mentir na #CPIdaCOVID ",2021-07-07,1,unclear,negative,false
B12449,"@MarceloArrifano @prefeiturabelem Pode entrar no site do ConectaSus, alguns dias depois da sua vacinação, que o seu cartão digital já estará disponível. #EquipeEd",2021-08-13,1,favorable,positive,false
B9681,"Aprovamos uma MP que obriga planos de saúde a cobrirem o fornecimento de remédios de uso oral e domiciliar contra câncer, inclusive aqueles de tratamento iniciado na internação. A MP foi agora p/ o Senado. Tenho certeza que os senadores se sensibilizarão. É uma luta de todos nós!",2021-12-21,0,"","",""
B8478,"Com a vacinação dos trabalhadores da educação de 40 ou mais, 3 de cada 4 profissionais das escolas municipais estarão vacinados. Salvador é a primeira capital a vacinar mais de 75% dos trabalhadores da educação da rede. Um passo gigantesco para retomada segura da educação.",2021-04-27,1,favorable,positive,true
B18829,"Professores de artes marciais estão no grupo prioritário de vacinação no Rio; saiba mais  via @JornalExtra",2021-06-01,1,favorable,positive,false
B16212,"Com certeza é imoral e criminoso.\nOs endinheirados que diziam que a COVID-19 era só uma gripezinha agora querem furar a fila da vacinação! ",2021-04-12,1,favorable,negative,false
B18410,"Já vacinamos mais de 200 mil pessoas, seguimos abrindo leitos e anunciando ações de apoio econômico. Não deixe de fazer sua parte: use máscara, respeite o distanciamento social. E, se puder, ajude quem precisa, doando alimentos.",2021-04-01,1,favorable,positive,false
B16781,"Graças ao esforço da maioria podemos avançar com responsabilidade. A partir de hj, não será mais obrigatório o uso de máscara em locais abertos. Lembro a todos q ainda estamos numa guerra e todo grande passo vem acompanhado de cuidados. Continuem se vacinando e se cuidando!",2021-11-25,1,favorable,positive,false
A4765,"""Problemas de saúde"" vc gerou p/ o povo brasileiro, Pazuello, c/ sua gestão ineficaz, descomprometida e genocida. \nPelos 277 mil mortos e suas famílias. \nVacina para todos já! \nFora Bolsonaro!",2021-03-14,1,favorable,negative,false
B10129,"Manifesto preocupação com o fato gravíssimo que está acontecendo em Goiás! Foi  interrompida  a aplicação da 1ª dose da vacina contra a Covid-19 por falta de doses! Justo no momento em que a população mais precisa da imunização, o governo federal deixa de fornecer vacinas ",2021-04-06,1,favorable,negative,false
B19753,"Forças Armadas e Bolsonaro são obstáculos à vacinação do povo  via @averdade_jornal",2021-01-20,1,favorable,negative,false
B17385,"Um dia histórico! A vacina traz esperança para os brasileiros. É o caminho para a retomada da normalidade. Vitória da ciência e da vida. Contudo, enquanto não houver vacina para todos, precisamos seguir com os cuidados básicos. #COVID19 #vacina",2021-01-17,1,favorable,positive,false
B27026,"Que vergonha! O Brasil real, infelizmente é o da fome, do desemprego, da crise energética, da corrupção  e de mais de 600 mil vidas perdidas para Covid. O de Bolsonaro é do  tratamento precoce e da total falta de respeito aos pobres e trabalhadores. Chega! #ForaBolsonaroGenocida ",2021-09-21,1,unclear,negative,false
B20776,"em Recife, manifestantes protestam e jogam cédulas de dólar no chão. O clima é de indignação devido ao esquema de corrupção envolvendo a compra de vacinas no Governo Bolsonaro. \nFotos: Rani de Mendonça e Lucila Bezerra. #3JForaBolsonaro ",2021-07-03,1,unclear,negative,false
B22053,"ATENÇÃO!!! O Ministério Público Federal viu indícios de CRIME  e pediu investigação do governo Bolsonaro na compra da vacina Covaxin.\n\nLamento quem caiu na lorota, mas nem sobre corrupção o gado minion conseguirá mais falar.",2021-06-22,1,unclear,negative,false
B17285,"O Brasil está em 67º lugar no ranking mundial da vacinação a cada 100 habitantes. O caminhão da vacina passou e a única preocupação do governo Bolsonaro foi pedir propina.",2021-07-13,1,favorable,negative,false
B21732,"Que espécie de canalha sobe uma tag incentivando o uso de invermectina, sabendo que existem pessoas na fila de transplante de fígado por tomar essa droga? \n\nBolsonaro destampou um bueiro que demandará um enorme esforço da parte sã do Brasil para tampar.",2021-04-13,1,unclear,negative,false
B10850,"Já temos os primeiros maranhenses vacinados no Maranhão! Vamos acompanhar de perto o Plano Estadual de Vacinação contra a Covid-19 e auxiliar no que for possível. É hora de união.\nParabéns ao Governador @FlavioDino ao Secretário @carloselula e todos os profissionais da saúde.",2021-01-18,1,favorable,positive,false
B10530,"Enquanto estados e municípios de todo o país tentam vacinar a população o mais rápido possível, o governador do Rio não se esforça. Só a vacinação de todos vai parar as mortes e a crise da pandemia. O Rio não pode ficar pra trás!  #DelegadaMarthaRocha ",2021-06-19,1,favorable,negative,false
A6957,"Um domingo diferente ! No Brasil,  começamos a enxergar esperança, um caminho, um futuro ... É exatamente em momentos como este, que as pessoas mais precisam do poder público. O ano da vacina contra #COVID19. Viva a ciência ! #VacinaJa #Vacinacovid19 #VacinaParaTodos #CoronaVac ",2021-01-17,1,favorable,positive,false
B23925,"Fortaleza mandou o recado.\n\nBasta de mortes por sua política negacionista. Basta de descaso com o povo brasileiro. Basta de retrocessos. Fora Bolsonaro! Queremos vacina! \n\n#forabolsonarogenocida #impeachmentbolsonaro #vacinaparatodosjá💉✊ \n #CarreataForaBolsonaro ",2021-01-23,1,favorable,negative,false
B26556,"Apresentamos o projeto de lei que exige que planos de saúde ofereçam ampla cobertura de tratamentos de pessoas com autismo. \n",2021-07-27,0,"","",""
B18411,"Também discutimos com o @BrazilLAB, @ComunitasBR,  @KPTLvc, Cedro Capital e a govtech @ColabApp sobre como a tecnologia está trazendo eficiência ao governo e demos como exemplo o sistema 100% digitalizado de vacinação no Recife, que é...",2021-04-01,1,favorable,positive,false
A4813,"Fiz também uma indicação para que profissionais da construção civil sejam incluídos na quarta fase do Plano Estadual de Imunização. #saúde #covid19",2021-03-04,1,favorable,positive,false
B20881,"@caiomaia É isso! Temos um longo caminho pela frente mas é uma marca que devemos comemorar sim. Que continuemos avançando! #VacinaSim",2021-08-16,1,favorable,positive,false
B25876,"AVANÇO NA VACINAÇÃO\n\nPorto Alegre tem mais de 256 mil vacinados. E com as 102 mil novas doses que chegaram, temos um cronograma intenso de imunização contra a Covid-19 para esta semana. Com responsabilidade e empenho, estamos avançando! \n\nLeia mais:  ",2021-04-04,1,favorable,positive,false
B24209,"A inviolabilidade do próprio corpo é um direito. Mas ninguém pode, por opção individual, colocar em risco a saúde coletiva. Por isso, a decisão do governo estadual de definir sanções aos servidores que não quiserem se vacinar é correta. O negacionismo não pode se sobrepor à vida",2021-08-18,1,favorable,negative,false
B26348,"#CPIdaCovid começa a investigar a quem interessava o Kit Covid, o conjunto de medicamentos sem eficácia que até o presidente foi garoto propaganda. As vendas de Ivermectina cresceram 1105%, segundo diretor-executivo da empresa Vitamedic que depõe hoje\n",2021-08-11,1,unclear,negative,false
B23497,"A Pfizer queria fazer do Brasil a vitrine para sua vacina, o que salvaria milhares de vidas. Bolsonaro escolheu dizer não. De lá pra cá perdemos quase 300 mil brasileiros e brasileiras. #ForaBolsonaro ",2021-05-15,1,favorable,negative,false
A6674,"Mais vacina! Ministro reiterou que partir de abril vai acelerar o ritmo da imunização no país, com 1 milhão de vacinados/dia e que conversará com autoridades dos Estados Unidos e China para viabilizar o envio de mais vacinas. #delegadofrancischini #covid19 ",2021-03-28,1,favorable,positive,false
B14560,"AVANÇO NA VACINAÇÃO E ‘DIA D’ DA REPESCAGEM 💉✨🙏\n\n🗓 De 27/9 a 01/10\n\n👥  Adolescentes de 14 anos\n👥 Dose de reforço para imunocomprometidos, de 50 a 59 anos, que tenham tomado a segunda dose há mais de 28 dias. ",2021-09-24,1,favorable,positive,true
B10576,"💉⚠️😀A Anvisa autorizou a vacinação contra Covid-19, com a Pfizer, para crianças de 5 a 11 anos. Que notícia maravilhosa! Vamos vacinar nossas crianças! A vacina é segura e a melhor forma de controlar a pandemia.",2021-12-16,1,favorable,positive,true
A5353,"Mais uma enorme perda para a cultura nacional: o querido Ismael Ivo, diretor do Balé da Cidade de São Paulo. Que Deus conforte o coração da família e que a gente lute para que a Covid-19 pare de levar quem a gente ama e admira. #VacinaParaTodosJá ",2021-04-09,1,favorable,negative,false
B9672,"Não acredito que a democracia corra riscos devido ao acirramento do debate político neste momento. O risco que corremos, a meu ver, é de paralisia do país. Não podemos aceitar nem torcer por isso, como fazem algumas pessoas. Nós não temos mais tempo a perder.",2021-09-01,0,"","",""
B27153,"O @Virmondes apresentou um requerimento que pede vacinação contra a covid-19 também nos finais de semana e durante 24 horas por dia.\n\n#Vacinação #24horas #Pandemia #Goiás",2021-03-22,1,favorable,positive,false
B6343,"PREFEITO DECRETA OBRIGATORIEDADE DA VACHINA! \n\nMAIS UMA AÇÃO DO DITADOR DE FLORIANÓPOLIS!\n\nQuem precisar de auxílio para recusa entra no meu canal do telegram que postei o termo com embasamento técnico e jurídico no canal, link  ",2021-08-19,1,unfavorable,negative,false
B16017,"@LuisdeFranca9 @assembleia_PR Não foi Covid. Ele sofreu um infarto.",2021-04-09,0,"","",""
B11585,"Lista das comorbidades 👇\n",2021-05-07,1,unclear,unclear,false
B15618,"@fernandapsol (RS) encaminhou pra CPI da Covid documentos recebidos do Itamaraty que mostram que, desde agosto do ano passado, as autoridades brasileiras foram informadas de q os estudos para o uso da cloroquina tinham sido paralisados por ausência de evidências sobre a eficácia. ",2021-06-18,1,unclear,negative,false
B14392,"@JansenXande Aguardar uma resposta do e-mail, Jansen.",2021-07-28,0,"","",""
B21913,"O senador Omar Aziz pega a Capitã Cloroquina na própria contradição: se o aplicativo TrateCov era tão bom e poderia salvar vidas, por que foi retirado do ar e não foi devolvido?",2021-05-25,1,unclear,negative,false
B10087,"Para aqueles que questionam sobre outras causas de mortes, reportagem de @thalysreporter mostra que covid-19 matou em Goiás muito mais que qualquer uma delas (câncer, acidente de trânsito, AVC etc.) mesmo em seus anos mais letais. ",2021-03-19,0,"","",""
B21228,"Anvisa aprova o uso emergencial das vacinas  CoronaVac, do Instituto Butantan/ Sinovac, e AstraZeneca, da Universidade de Oxford/ Fiocruz. Que os governos federal, estadual e municipal coloquem seus planos de vacinação em ação.",2021-01-17,1,favorable,positive,false
B22612,"O prefeito @dr_furlan e toda a equipe da @PMMacapa trabalham diariamente pra levar melhorias na vida das pessoas! Estamos todos indo de casa em casa. A vacina, aumento da imunidade e tratamento precoce é a esperança contra a COVID-19! ",2021-03-07,1,favorable,positive,false
B18816,"Espero que o Judiciário delibere com bom senso e que possamos voltar às aulas com segurança para todos. E parte disso, claro, é a priorização da vacina de professores e todos os agentes da comunidade escolar.",2021-04-26,1,favorable,positive,true
B27028,"Acompanhei ao longo da manhã a CPI da Covid com participação do diretor executivo da Prevent Sênior. São macabras as provas apresentadas sobre a utilização de pacientes como cobaias, estímulo ao tratamento precoce e adulteração da causa de morte. Saúde como mercadoria = mortes.",2021-09-22,1,unclear,negative,false
B21242,"Deputado Nicoletti cobra prioridade na vacinação contra a COVID-19 para os profissionais da Segurança Pública. Confira! 👊🏻👮‍♂️ 🇧🇷 ",2021-02-01,1,favorable,positive,false
B23490,"Nem bala, nem tiro, nem Covid! \n#13deMaioNasRuas \n#VidasNegrasImportam \n#ChacinanoJacarezinho \ncom @davidmirandario ",2021-05-13,0,"","",""
B21778,"Se tiver juízo, a Oposição lhe dará espaço, porque a verdade é que Mandetta foi demitido do cargo por seus acertos e não pelos erros. Foi limado porque defendia o isolamento e se recusou a subscrever a cloroquina. Além disso, é preciso frisar, o adversário comum é Bolsonaro.👇🏿",2021-05-03,1,unclear,negative,false
B18900,"Pres. da #CPIdosFuraFilas da #Vacinação, dep @joaovitorxavier, questiona depoimento de ex-secretário da @SaudeMG, Carlos Eduardo, em que ele afirma ter seguido CIB e ter dado ciência a @cosemsmg sobre vacinação de administrativos antes dos prioritários. ",2021-04-27,1,unclear,negative,false
B23271,"1🏳️‍⚧️PL 568/2019 - Reserva vagas para travestis, mulheres transexuais e homens trans nas empresas privadas que recebem incentivos fiscais\n\n2🏳️‍⚧️PL 1287/2019 - Trata do respeito ao uso do nome social nas lápides e atestados de óbito",2021-01-29,0,"","",""
B22743,"O 19J, maior que o 29M, mostrou que é preciso colocar o povo nas ruas para derrotar esse governo.\nÀ luta!🚩✊🏾✊🏾\n\nPara receber o boletim Mudar é Bom por nosso canal no Telegram, clique aqui:\n#ComidaNoPratoVacinaNoBraço \n#ForaSalles⠀\n#forabolsonarogenocid ",2021-06-20,1,favorable,negative,false
B8584,"Nesta quinta (17), vamos suspender a aplicação das 1ª doses por falta de imunizantes. O avanço da vacinação depende diretamente da distribuição do Ministério da Saúde. Aguardamos novos lotes para retomar a estratégia ainda essa semana. As 2ª doses seguirão até 14h amanhã.",2021-06-16,1,favorable,negative,false
B7635,"Latam aposta na demanda dos vacinados e abre 1 mil vagas em aeroportos ",2021-08-03,1,favorable,positive,false
B15187,"É uma luta inglória! De um lado prefeitos e governadores com a ciência e no outro front o Governo Federal estimulando aglomeração, sem um plano de vacinas e negando até o uso de máscaras. Use máscara, sim! Não aglomere, higienize sempre as mãos! Nesses 15 dias fique mais em casa!",2021-02-27,1,favorable,negative,false
A3166,"Israel já vacinou metade de sua população e está iniciando o retorno, aos poucos, à rotina pré-pandemia. Veja mais sobre os resultados do plano de imunização do país, que já está tendo um impacto direto na queda de infecções, internações e mortes. ",2021-02-25,1,favorable,positive,false
A5667,"O povo tem que tomar consciência e se rebelar. Neste exato momento a vacina é um direito humano!  A vacina não é para ser vendida. A vacina não é para dar lucro!",2021-01-06,1,favorable,negative,false
B23914,"Urgente! Com o atraso dos insumos que viriam da China, a Fundação Oswaldo Cruz (Fiocruz) só vai entregar em março as primeiras doses da vacina Oxford/AstraZeneca que serão produzidas no Brasil. Informação consta em ofício da Fiocruz encaminhado ao MPF e divulgado pelo @Estadao",2021-01-19,1,favorable,negative,false
B7200,"500 mil e outros tantos. \n500 mil e tantos prantos.\n500 mil histórias caladas. \n500 mil sonhos roubados. \n500 mil que tombaram na guerra. Não a do vírus. Do desgoverno, do descaso. Esperando a vacina no país da cloroquina. \n500 mil vidas!\nEstamos em luto/a!",2021-06-19,1,favorable,negative,false
B8615,"Amanhã (5) é dia de vacinar a galera de 41 anos! Das 8h às 12h, os nascidos até 5/11/1979. Das 13h às 16h, os nascidos até 5/03/1980. Além disso, terá 2ª dose pra quem está com retorno marcado até 11/07. A estratégia completa será divulgada logo mais. Bora vacinar! 💉",2021-07-04,1,favorable,positive,false
B21770,"A Justiça Federal de São Paulo proibiu esses marginais da comunicação do governo Bolsonaro de fazerem propaganda do kit Covid. É o cúmulo a justiça ter que proibir o presidente de indicar remédio que mata as pessoas. O Brasil está do avesso.",2021-04-30,1,unclear,negative,false
B6990,"No atual ritmo de vacinação, as mortes por covid em MG poderão mais que DOBRAR. Projeção é da UFSJ e UFJF, no @em_com. Já são quase 18 mil óbitos no estado e não queremos perder mais nenhuma vida! O grande problema é: ainda não há vacinas suficientes p/ acelerar a imunização. (+)",2021-02-23,1,favorable,negative,false
A6300,"8M ! Basta de machismo e capitalismo! Mulheres na luta pela vida, contra a violência, por vacina e auxílio emergencial já!  Basta de opressão e exploração! Pelo fim da violência e dos feminicídios!\nPor emprego, salários e direitos iguais! Lockdown já! \nFora Bolsonaro e Mourão Já! ",2021-03-08,1,favorable,negative,false
B7491,"#VidaPãoVacinaEducação🥖💉📚 ",2021-03-30,1,favorable,unclear,false
B27704,"A CPI da Covid foi informada que Bolsonaro FOI ALERTADO sobre irregularidades na compra da vacina indiana, agora investigada pelo MPF. Vale lembrar que o presidente recusou a Pfizer com 50% de desconto, mas comprou as doses da Covaxin 1000% mais cara.\n\n",2021-06-23,1,unclear,negative,false
B18147,"O Brasil registrou hoje o triste recorde de 4.195 mortes por COVID nas últimas 24h. Na contramão dessa triste curva, Araraquara do prefeito @edinhosilva não registra nenhum óbito há dois dias depois de um lockdown sério e da colaboração da população. ",2021-04-06,0,"","",""
B11401,"@katmechup Não há fura fila. A Secretaria Municipal de Saúde esclarece que as sobras de vacinas estão sendo aplicadas em profissionais de saúde que atuam na campanha de vacinação ou doadas para hospitais da cidade. #EquipeEd",2021-04-12,1,favorable,positive,false
B23278,"O Rio de Janeiro lidera o triste ranking de mortes por COVID-19 no país, alcançando o número de 17.535 vidas perdidas desde março de 2020. Enquanto isso, sem previsão de vacina para todos, sem auxílio emergencial e sem emprego, a população sofre o medo da fome e do covid.",2021-02-05,1,favorable,negative,false
B26641,"@NileWilliam Boa tarde !! Meu caro, não me referia a esta situação crítica e crônica da relação com a palestina. Me refiro apenas a estratégia de vacinação em massa e a adoção de medidas de segurança com estratégias embasadas cientificamente. Neste ponto até a Arábia Saudita foi exemplar.",2021-11-29,1,favorable,unclear,false
B7416,"COVID-19: STF forma maioria para aprovar importação de vacinas por estados e municípios. ",2021-02-23,1,favorable,positive,false
A4594,"O alívio de ver a vacinação contra a Covid-19 começando não pode virar motivo para relaxar na proteção. Continue usando máscara e praticando o distanciamento. E não esqueça: Bolsonaro nunca fez parte da solução na pandemia. Queremos vacina para todos e #ImpeachmentJá! #PDT ",2021-01-25,1,favorable,negative,false
B13046,"⚠️ Segundas doses serão aplicadas amanhã, exclusivamente, no Centro de Vacinação - Sebrae.",2021-07-05,1,favorable,positive,false
B27721,"Genocídio, propina na vacina e rachadinha. Há uma fartura de provas. Fora Bolsonaro. Impeachment já!",2021-07-05,1,favorable,negative,false
