,id,tweet_id,post_date,content,relevant,final_stance,final_sentiment,final_children
5599,16939,B28915,2022-08-22,"Serão aplicadas vacinas contra a covid-19, contra a gripe e todos os outros imunizantes do Calendário Nacional de Vacinação.É possível ver quais vacinas estão faltantes no aplicativo #SaúdeJá. Vacinar é vida e prova de amor ao próximo.#VacinaSim",True,favorable,positive,false
5600,25255,B30914,2022-01-24,"@graci14ptb Ficou linda,moderna ..amei",False,,,
5601,29648,B29380,2022-07-26,"Agora, a família terá melhores condições de moradia.\n\nAo todo, 2.500 famílias de baixa renda devem ser beneficiadas pelo Se Liga na Rede nos bairros Barra do Ceará, Carlito Pamplona, Cristo Redentor, Jacarecanga e Pirambu.",False,,,
5602,25524,B28228,2022-02-01,"Seguimos firmes e fortes, empenhados em vacinar a todos. Gostaríamos de poder liberar para todas as crianças de 5 a 11 anos de uma só vez, mas são 60 mil e ainda não temos esse quantitativo de vacinas pediátricas. + ",True,favorable,unclear,true
5603,32428,C1806,2022-06-15,"Sancionamos duas leis que reforçam o compromisso com o tratamento do Autismo em Porto Alegre. De autoria do nosso líder @ClaudioJanta, criam o Centro de Referência do Transtorno Autista (Certa) e tratamento médico integrado às crianças portadoras do transtorno. ",False,,,
5604,30706,C84,2022-01-21,"@laisbianke Sobre o retorno das aulas, tudo será decidido conforme a redução de casos em BV e também com o avanço da vacinação. Estou junto com Comitê Municipal monitorando a situação atual para tomar a melhor decisão. 🤝",True,favorable,positive,true
5605,17398,B29629,2022-03-19,Vacinação na Lomba do Pinheiro neste domingo! A vacina salva vidas.,True,favorable,positive,false
5606,19791,B28023,2022-01-11,"Diante do aumento de casos de síndromes gripais, é fundamental que todos também tomem a vacina contra gripe.",False,,,
5607,14671,B28698,2022-01-12,Estamos preparados para iniciar a vacinação das crianças contra a covid-19! Aguardamos apenas o envio das doses pelo @minsaude . Você pode nos ajudar a garantir a organização de sempre: basta cadastrar as crianças o quanto antes no Conecta Recife. Confere aqui os detalhes:👇🧵 ,True,favorable,unclear,true
5608,32096,C1474,2022-01-27,"Saindo do oncologista, após exames rotineiros, e sigo 100% curado do câncer. Graças a Deus.",False,,,
5609,32367,C1745,2022-01-16,Link para conferir as listas:Outra opção é consultar o próprio cadastro no Vacine Já:,True,favorable,positive,false
5610,32180,C1558,2022-08-10,"Papilomavírus humano (HPV) e Meningocócica ACWY (conjugada), conforme esquema vacinal.Reforço a extrema importância da imunização e da atualização do esquema vacinal para a saúde das nossas crianças e adolescentes. Contamos com o apoio dos pais e responsáveis nesta missão! 🤝",False,,,
5611,19880,B28048,2022-01-24,Todo mundo com dor no coração nessa formação de paredão!,False,,,
5612,9372,B30379,2022-01-05,"No 5º dia do ano, estamos vendo o mundo bater o recorde de 2,59 milhões de casos positivos de Covid-19 em 24h. É preocupante! 2022 será mais um ano de muita luta em defesa da ciência, da vacina e da vida do nosso povo. Vamos em frente com todos os cuidados!",True,favorable,negative,false
5613,32329,C1707,2022-02-01,"Apresentei um balanço do primeiro ano de gestão, enfatizando as ações de enfrentamento à pandemia, buscando garantir a vacinação, aliviar os impactos na economia e promover o retorno às aulas.💉🎒",True,favorable,positive,true
5614,33075,C2453,2022-01-16,Live com o primeiro caso de demissão por passaporte Vacinal na Bahia.16/01 as 19h no canal do YouTube cezarleiteoficial.Não percam!,True,unclear,negative,false
5615,31335,C713,2022-03-22,"MEC: ""Foi um pedido especial que o presidente fez para mim sobre a questão do pastor Gilmar""Propina da vacina: ""Se eu mexo nisso aí, você sabe a merda que vai dar."" ""Eu não vou esperar foder a minha família toda!""Bolsonaro fala como miliciano e governa como miliciano.",True,unclear,negative,false
5616,30751,C129,2022-08-07,"Em Icatu, a comunidade quilombola Jacareí declarou apoio à minha candidatura a deputado federal. Isso me honra muito porque é um importante reconhecimento da luta que a gente trava em defesa das comunidades quilombolas e o combate ao racismo.#EssaLutaéNossa #BiraFederal ",False,,,
5617,31443,C821,2022-06-18,"▪️ Covid-19: 3ª dose (1ª dose de reforço): Pessoas 12+ quatro meses após a 2ª dose , 2 meses após a 1ª dose para quem tomou Janssen, 2 meses após a 2ª dose para imunossuprimidos de 12 a 17 anos;",True,favorable,positive,true
5618,13664,B28519,2022-03-16,"Depois do aumento da gasolina, aumento na conta de luz. Mas não era só privatizar que tudo fica mais barato? 🤡",False,,,
5619,32614,C1992,2022-07-06,"A quarta onda de Covid já é real e sentida em todos os Estados do Brasil.Uma das razões é a baixa adesão vacinal, pessoal!Vamos vacinar! Não esqueçam dos idosos, dos seus pais e das crianças!Um abraço,Vinicius Miguel",True,favorable,negative,true
5620,31437,C815,2022-06-20,👀 Verifique abaixo quem pode tomar cada dose:▪️ 1ª e 2ª dose:Todas as pessoas com 5 anos ou mais; sendo 60 dias após a 1ª dose de Pfizer e 28 dias após a 1ª dose de Coronavac;,True,favorable,positive,true
5621,21719,B30302,2022-03-08,"O Amapá ocupa o 1º lugar do Brasil na taxa de bebês que morrem antes de completar 1 ano, a cada mil nascidos vivos. Vamos trabalhar para reduzir a mortalidade infantil.",False,,,
5622,33813,C3191,2022-02-19,"Em Aracaju,  pessoas receberam a 1ª dose da vacina contra a covid-19. Deste grupo,  receberam a 2ª dose. Já com a dose de reforço, temos  pessoas imunizadas. Verifique seu cartão, veja como estão os prazos, procure um posto e complete o seu ciclo vacinal.",True,favorable,positive,false
5623,32726,C2104,2022-02-13,22 ícones da Semana de Arte Moderna de 1922  ,False,,,
5624,12259,B31068,2022-05-13,"A estatal já opera visando o lucro dos seus acionistas. E 45% deles são estrangeiros. A função social da Petrobras deveria beneficiar os brasileiros com combustíveis e alimentos mais baratos, por exemplo, mas é deixada em segundo plano.  👇",False,,,
5625,21714,B30307,2022-01-28,Também seguimos com a vacinação de nossas crianças. Hoje estamos vacinando de 7 a 11 anos sem comorbidades e de 5 a 11 anos com comorbidades.  Com a participação de todos vamos vencer mais essa batalha contra a pandemia.,True,favorable,positive,true
5626,9212,B29913,2022-02-02,"Na volta às aulas, alunos trocam relato 'minhas férias' por 'minha vacina' ",True,favorable,positive,true
5627,32514,C1892,2022-03-23,Recebi hoje aqui em Brasília uma comitiva do município de Rio Verde que veio pleitear recursos para aquisição de um Pet Scan. O equipamento realiza exame de imagem para mapear e diagnosticar células cancerígenas. Esse pode ser 1° equipamento do Estado a oferecer o exame pelo SUS ,False,,,
5628,32843,C2221,2022-11-15,"@GIGLIANNEa Verdade, mas há algumas certezas. O baratão da carne é uma delas.",False,,,
5629,12043,B30995,2022-02-21,"Começamos a semana com tudo: 3.662 pessoas tomaram hoje a dose de reforço, o melhor número dos últimos 15 dias. Já são 216.889 imunizados com a 3ª dose em Aracaju. Verifique seu cartão de vacina e se já tem 4 meses da sua 2ª dose, procure uma unidade de saúde e receba o reforço! ",True,favorable,positive,false
5630,31525,C903,2022-04-02,"Pessoas que apresentam o Transtorno do Espectro Autista nos fazem refletir a respeito dos nossos modos de viver. A gente começa a achar que há algum problema, quando, na verdade, a gente é que não entende as coisas maravilhosas do Mundo Azul. #Autismo ",False,,,
5631,31320,C698,2022-08-02,@fabioyabu @CancerJack @Haddad_Fernando @LulaOficial Tamo junto Fábio!,False,,,
5632,33078,C2456,2022-01-15,"Esse canalha, que outrora apoiei, não pode ser tão burro assim.Segue na agenda de Pandeminion.Quer dizer que não existe não vacinados assintomáticos?Como não existe vacinados internados?Mais desinformação para desestruturar a mente do povo. ",True,unfavorable,negative,false
5633,32063,C1441,2022-08-04,"Na prática, autistas, pessoas com deficiência, com doenças raras e câncer poderão ficar sem tratamento. Por isso não é exagero dizer que o rol taxativo mata.",False,,,
5634,33135,C2513,2022-01-14,"Bom dia, pessoal. Nossas equipes de saúde estão passando hoje por capitação para a nova estratégia de imunização contra Covid-19 voltada às crianças de 5 a 11 anos da nossa capital. Está chegando a vez dos nossos pequeninos se vacinarem!💉👦👧",True,favorable,positive,true
5635,11143,B30579,2022-07-17,"💉💪🏽 A partir desta segunda (18), vamos iniciar a vacinação contra a Covid de crianças de 3️⃣ a 5️⃣ anos em todos os nossos 51 pontos. Lembrando que quem tem 1️⃣8️⃣ anos ou ➕️, e tomou a sua 3ª dose há pelo menos 4 meses, já pode garantir sua 4ª dose. #PartiuVacinar 😎 ",True,favorable,positive,true
5636,10820,B30467,2022-08-17,"Em Belém, seguimos vacinando as crianças de 3 a 5 anos contra a covid-19. Mesmo com estabilidade dos casos na capital, é fundamental ampliar a imunização dessa faixa etária. Procure um dos pontos de vacinação para proteger a vida das crianças.",True,favorable,positive,true
5637,13654,B28529,2022-01-21,"É duro mas é a pura verdade: a ministra da ""Família"" do Brasil torce pela morte de crianças para tentar desacreditar vacinas. Não é um governo, é um clube de abutres.",True,favorable,negative,true
5638,13291,B28425,2022-01-12,"1,2 milhões de doses da Pfizer para crianças embarcando rumo ao Brasil. Chegam nesta quinta. De acordo com PNI, imunização inicia por crianças com comorbidades. ",True,favorable,positive,true
5639,24776,B30781,2022-01-20,Enviei um ofício essa semana para a Anvisa solicitando avaliação de autorização para o uso da CoronaVac. Que em breve possamos vacinar também as crianças a partir dos 3 anos.,True,favorable,positive,true
5640,15825,B29968,2022-01-10,"O ataque hacker que gerou o apagão de dados da covid-19 no Brasil completa um mês hoje. Até agora, o RS desconhece o número real de casos e vacinados. Essa falta de dados, ocorre em um momento delicado da pandemia, quando vemos crescer os casos da variante Ômicron no Estado.",True,unclear,negative,false
5641,32317,C1695,2022-02-14,"Em um mês de vacinação infantil contra a Covid-19, Fortaleza já aplicou a primeira dose em  crianças de 5 a 11 anos. Até o momento,  crianças foram agendadas, o que representa uma taxa de absenteísmo de 35,5%. 💉👧🏽🧒🏽 ",True,favorable,positive,true
5642,31247,C625,2022-01-09,"@ProcDossena Há monitoramento tb. Mas é um trabalho em conjunto com população. Há alta demanda de profissionais para atender doentes, para vacinar, agora para testar. Sem contar os q estão se contaminando.",True,favorable,negative,false
5643,19948,B28050,2022-04-12,"Lamento e repudio veemente as declarações do Dep Arthur do Val, que foram divulgadas.\nÉ inaceitável o tratamento dispensado às mulheres ucranianas refugiadas, com violações profundas relacionadas a questões humanitárias, em um momento tão delicado para o país. Vergonhoso!",False,,,
5644,16895,B28960,2022-01-06,"#ImunizaJáCuritiba Independente das adversidades, cuidaremos da nossa população. Iremos imunizar crianças de 5 a 11 anos completos. A convocação irá acontecer de acordo com a chegada dos imunizantes destinados para esse público.\nMais informações: ",True,favorable,unclear,true
5645,27781,B28983,2022-10-29,"Bolsonaro queria vender cloroquina! Quem lembra? Se você tomou vacina, agradeça ao SUS!",True,favorable,negative,false
5646,33743,C3121,2022-09-19,@BetinhoNaves @Ronaldomesk Eu amo o jacaré do Siron,False,,,
5647,25301,B30869,2022-06-08,"VEJAM ISSO! Abortistas INVADEM CULTO de igreja disfarçadamente e tiram a roupa, gritando em favor do ABORTO. Gravíssimo!\n\nA liberdade religiosa não está sendo mais respeitada! Nossas igrejas estão sob ataque; cristãos estão sob ataque DESCARADO com o aval da esquerda! ",False,,,
5648,30910,C288,2022-01-07,Paes repete Macron e promete 'dificultar a vida' de quem não tomou vacina.Que cara idiota 🙄 ,True,unfavorable,negative,false
5649,32289,C1667,2022-03-11,Reforçamos ainda a importância da imunização. Manter o cartão de vacina atualizado é a melhor estratégia de proteção!  Não deixe de se vacinar!,True,favorable,positive,false
5650,30771,C149,2022-10-12,"Nesse Dia das Crianças vamos lembrar de proteger a vida das crianças que ainda não nasceram. Contra o aborto, dia 30 é Bolsonaro 22!",False,,,
5651,30726,C104,2022-09-30,Sabe o que coloca comida barata na mesa do trabalhador no Brasil? A agricultura familiar! #DebateNaGlobo #LulaNaGlobo,False,,,
5652,31773,C1151,2022-01-18,"Alegria e Ternura dos primeiros Curitibinhas imunizados na Unidade de Saúde Mãe Curitibana. Todos os 165 mil Curitibinhas entre 5 e 11 anos serão imunizados como já foi, felizmente, a maioria da nossa população. Vacina é Vida.   ",True,favorable,positive,true
5653,31456,C834,2022-04-02,"💉💉💉 Dose de reforço (3ª):4 meses após a 2ª dose - para pessoas 18+;2 meses após a 1ª dose para quem tomou Janssen;2 meses após a 2ª dose - para adolescentes imunossuprimidos de 12 a 17 anos.▶️ Crianças e adolescentes não tomam dose de reforço, só imunossuprimidos.",True,favorable,positive,true
5654,26838,B30193,2022-01-21,"NEGACIONISMO ASSASSINO! O Ministério da Saúde boicotou a Conitec para que não se discutisse cientificamente o kit Covid. Depois de 1 ano e meio, o órgão contraindicou o remédio. Hoje, o Ministério rasgou a decisão técnica para bajular Bolsonaro. Sabujos, são parte do genocídio!",True,unclear,negative,false
5655,32864,C2242,2022-01-18,"No exercício do cargo um presidente da República ñ pode ser responsabilizado por fatos alheios ao mandato, mas pode ser investigado e ao sair do poder ter a responsabilização iniciada. Num @MPF_PGR sério a investigação sobre Bolsonaro negar vacina à filha já teria sido iniciada.",True,favorable,negative,true
5656,7159,B28607,2022-08-12,Mais um grupo de pequenos liberado pra tomar vacina contra covid-19 no Recife!\n💉🥳\n\n3️⃣➕ Todas as crianças de 3 anos ou mais;\n\n⏰ Agendamento liberado pelo app ou site do Conecta Recife (link na bio);\n\nSegue o fio para conferir os detalhes! 👉🧵 ,True,favorable,positive,true
5657,13285,B28433,2022-01-07,"Bom dia. Ontem a noite, na condição de presidente do Consórcio com mais de 2 mil cidades, me reuni com o Ministério da Saúde para pedir reforço em teste e medicamentos. Logo após, falei via Globonews para todo o país. ",True,unclear,positive,false
5658,25278,B30892,2022-02-24,"Nossa luta em defesa da vida tem muitos anos, e vamos continuar lutando.\n#BrasilSemAborto #Providaeterna #Provida ",False,,,
5659,32397,C1775,2022-01-03,"Na quinta (06/01), esperamos atender  agendados para 2ª dose e  pessoas da população geral para 3ª dose.Link para conferir as listas:Outra opção é consultar o próprio cadastro no Vacine Já:",True,favorable,positive,false
5660,31888,C1266,2022-03-30,A ministra Rosa Weber negou o pedido da PGR para arquivar o inquérito que investiga se Bolsonaro cometeu crime de prevaricação no caso da Covaxin. Bolsonaro tem que ser responsabilizado pelos absurdos cometidos por seu governo durante a pandemia!,True,unclear,negative,false
5661,33374,C2752,2022-01-12,"@tantotupiassu Boa ideia, @tantotupiassu 😉 Mas felizmente, Belém já alcançou mais de 90% do público alvo, acima de 12 anos, vacinado. A gente vai seguindo a vacinação, em defesa da vida, e nos deliciando com nosso açaí.",True,favorable,positive,true
5662,30639,C17,2022-06-15,"Acreditar em Ratanabá não é nada pra quem acredita em Cloroquina, Terra Plana, Bolsonaro e o resto do pacote.",True,unclear,negative,false
5663,11158,B30564,2022-11-21,"👶🏽💉 A vez deles chegou! A partir de amanhã (22), crianças de 6 meses a 2 anos COM COMORBIDADES já podem tomar a vacina contra a Covid em 18 pontos de vacinação do Município (confira os locais no card). 👇🏾\n\nA vacina é importante e a luta contra a Covid ainda não acabou! 💪🏽 ",True,favorable,positive,true
5664,25532,B28219,2022-10-05,"Minha gente, atenção para os cuidados especiais. O câncer de mama tem cura e as chances aumentam muito com o diagnóstico precoce. \n\n#OutubroRosa",False,,,
5665,30252,B29667,2022-02-22,"Agora o prefeito petista de São Leopoldo quer entregar ao Conselho Tutelar a guarda de crianças que os pais não queiram vacinar... Vão tirar dos pais e pôr em casas de acolhimento, é isso? Ou vão fazer campos de concentração?\nOlha, o bom senso tb é vítima da pandemia.",True,unfavorable,negative,true
5666,31169,C547,2022-01-21,"Damares e Queiroga visitando uma criança que passou mal após se vacinar (foi concluído que a causa não foi o imunizante) é mais uma tentativa de atrapalhar a vacinação infantil. Enquanto isso, zero solidariedade as mais de  famílias que perderam filhos p/ a Covid.Ridículo.",True,favorable,negative,true
5667,30978,C356,2022-03-06,VIDA! VACINA! SAMBA! CERVEJA! FEIJOADA! LULA 2002 ❤️❤️❤️❤️❤️ ,True,favorable,positive,false
5668,32667,C2045,2022-02-21,"Garimpeiro entrevistado pelo Fantástico diz que após 30 anos no garimpo, continua sem nada. Jacareacanga tem baixíssimo IDH, enquanto grupos que financiam, distantes dos garimpos, faturam alto. Lamentável que o atual governo federal e certos políticos defendem essa atividade.",False,,,
5669,31627,C1005,2022-01-10,"Queiroga“impõe”apagão ao BR — desdenovembro, o Ministério da Saúde não envia à Fiocruz os dados sobre internações por síndrome respiratória aguda,impedindo a realização do Infogripe.A invasão do hacker aconteceu em dez.Sem dados,é impossível fazer um retrato da saúde no BR. ",False,,,
5670,25925,B29993,2022-07-07,"#BorisJohnson renunciou. A direita tá caindo, um por um. Segue o exemplo, Bolsonaro.",False,,,
5671,32892,C2270,2022-10-15,"@eduardopaes Pra começar todo recurso extra orçamentário que você recebeu em função da pandemia veio do governo federal, assim como todas as vacinas contra a COVID 19. Mas obra pra você superfaturar ele realmente não colocou  na sua mão. Tá aí a sua saudade do PT!",True,unclear,negative,false
5672,24780,B30778,2022-01-23,"Das 1.544 crianças de 0 a 11 vítimas da Covid-19 no Brasil, 1.220 tinham até 4 anos. Um dado alarmante! \n\nPrecisamos com urgência da resposta da @anvisa_oficial sobre a liberação da CoronaVac a partir dos 3 anos. Sigo aguardando resposta do ofício enviado à agência!",True,favorable,negative,true
5673,10807,B30481,2022-06-03,"A partir deste sábado, 4 de junho, as pessoas a partir de 40 anos já podem tomar 4ª dose da vacina contra a covid-19. No final de semana, teremos ações fixas e itinerantes para reforçar a vacinação em Belém. 👇🏽",True,favorable,positive,false
5674,32522,C1900,2022-01-27,"Meus sentimentos a todos os familiares, amigos e admiradores da cantora e pastora Ludmila Ferber. Ela encantou a todos com suas palavras de fé, sua música e sua perseverança em lutar contra o câncer. 🙏 ",False,,,
5675,33721,C3099,2022-02-15,"......Reforço ainda que nosso Presidente de Honra, Roberto Jefferson, é pré-candidato ao Senado pelo Estado do Rio de Janeiro. 👇👇👇👇👇👇🙏🙏",False,,,
5676,32651,C2029,2022-07-03,"Bolsonaro PROMETE que o Brasil terá o combustível mais barato do mundo. Vamos lá:a) Cumpriu alguma promessa de 2018?c) Por que não fez isso nos 4 anos. Eleitoreiro?c) Hoje o mais barato está na Venezuela. Ele está seguindo todos os passos do Hugo Chaves. ""Dê o Google e veja"".",False,,,
5677,30624,C2,2022-08-29,"Todos tiveram acesso a consultas médicas, atendimento ortopédico, consultas psicológicas, atendimento odontológico, roda de conversa com Centro de Valorização da Vida (CVV), testagem rápida para hepatites virais, sífilis, hiv/AIDS, vacinação, realização de cartão SUS,",False,,,
5678,31813,C1191,2022-09-06,"Hoje faz 1 ano e 4 meses da chacina mais cruel e letal da história do Rio. O massacre foi promovido pelo governador genocida Castro, candidato a governador. Abraço as mães do Jacarezinho e reivindico justiça pelo assassinato dos 27 jovens. Em 2/10 vote em defesa das vidas negras.",False,,,
5679,29584,B29446,2022-04-28,"💉 Para as crianças, 14 vacinas estarão disponíveis: BCG, Hepatite B, Rotavírus, Pentavalente, Pólio Inativada, Pneumocócica 10 Valente, Meningite C, Tríplice Viral, Hepatite A, Varicela, Pólio Oral, Tríplice Bacteriana (DTP), Febre Amarela e, também, (cont)",False,,,
5680,19889,B28038,2022-08-13,Pago plano para Tim me obrigar a comprar pacote adicional porque minha renovação é só segunda e eu tenho que sair de casa 🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡\n\nE vamos de mudar de operadora,False,,,
5681,33681,C3059,2022-06-23,"Nos EUA, a esquerda vem reagindo ferozmente pela manutenção da legalização do aborto no país, incluindo ameaças aos ministros da Suprema Corte. Você viu alguma notinha sobre isso na TV brasileira? ",False,,,
5682,14716,B28648,2022-03-20,"Lembrando que o imunizante tá liberado para as crianças com 5 anos ou mais, e para receber é necessário apresentar o documento oficial da criança e do responsável, além do comprovante de residência. Vamo simbora! 🍿⚽💉\n\n📷 mpastich ",True,favorable,positive,true
5683,29570,B29456,2022-04-04,"No caso dos trabalhadores da saúde, o objetivo é atualizar as doses que ainda estejam atrasadas.\n\n✅ Influenza\n\nDe 4 de abril a 2 de maio, estaremos vacinando idosos acima de 60 anos e trabalhadores da saúde. Estes últimos receberão a vacina da Influenza e do sarampo.",False,,,
5684,18645,B27874,2022-02-05,"@vtocantins @prefeiturabv Oi, nossos pontos fixos  de vacinação funcionam de segunda a sábado, das 8h30 às 17h. 🤜🤛😊",True,favorable,positive,false
5685,33375,C2753,2022-01-07,Boa notícia! A @anvisa_oficial aprovou insumo da @fiocruz e o Brasil passa a ter uma vacina 100% nacional. Vacina salva vidas e é a única ferramenta para combater a covid-19. Viva a ciência!,True,favorable,positive,false
5686,11985,B31054,2022-01-13,"OLHA O CARRO DA VACINA AÍ! 🚙💉✨🗣\n\nHoje e amanhã, a equipe da @saudearacaju continuará passando pelas ruas do bairro Santa Maria vacinando 1ª, 2ª e 3ª doses. É a nossa busca ativa pelos bairros para seguir imunizando os aracajuanos contra a Covid-19 e proteger a cidade. 🙏 ",True,favorable,positive,false
5687,31555,C933,2022-10-12,“Nise Yamaguchi se torna conselheira central na campanha de Tarcísio”..Imagine o que este grupo fará com o Butantan e o sistema de saúde em São Paulo.,False,,,
5688,26880,B30149,2022-04-02,"Hoje é o Dia Mundial de Conscientização do Autismo, data importante para quebrar barreiras e preconceitos sobre esse transtorno que afeta milhões de pessoas.\n\nPara dar visibilidade à causa, apresentei requerimento para que a Câmara Federal projetasse o símbolo do infinito 👇🏿 ",False,,,
5689,31292,C670,2022-01-24,A vacina salva vidas!,True,favorable,positive,false
5690,15994,B30063,2022-01-04,Se eu fosse médico eu ia colocar uma banquinha na Eduardo Ribeiro e distribuir receita pra todos os pais que quiserem vacinar seus filhos.,True,favorable,positive,true
5691,15844,B29948,2022-02-22,Viva a ciência brasileira! A Fiocruz entrega primeiro lote de vacinas da Covid-19 com fabricação 100% nacional. ,True,favorable,positive,false
5692,32040,C1418,2022-09-30,"Obrigado pelo apoio, @ronaldojacare! Tmj, meu amigo! 🤝Vamos juntos mudar o Amazonas de Verdade!#Vote77#RicardoNicolau#Esportes#PraMudarOAmazonas ",False,,,
5693,20507,B30397,2022-02-04,Incentivar a vacinação é correto. Respeitar direitos fundamentais é necessário - ,True,favorable,unclear,false
5694,33613,C2991,2022-07-28,"e Jacarezinho. E até 2024, serão contempladas mais de 21 MIL habitações em favelas e comunidades. Todo mundo deve ter direito de viver numa moradia digna com sua família.",False,,,
5695,33073,C2451,2022-02-02,"Jamais usaria imagens de crianças em envolvimento polí deve explicações não sou eu, que sempre defendi a liberdade para uso, ou não do imunizante. Não sou eu que cobro dos pais, e não submeto os meus a vacinação. Não há necessidade de ""vacinar"" suas filhas como resposta ",True,unfavorable,negative,true
5696,33351,C2729,2022-02-23,"A partir de 3/3, iremos vacinar com 4° dose da Coronavac pessoas nascidas até 1936 (85 anos ou mais) que receberam a 3° dose até setembro. E a partir de 17/3, as nascidas até  1941 (80 anos ou mais), que receberam a 3° dose até setembro. O intervalo é de 6 meses da 3° dose.",True,favorable,positive,false
5697,31941,C1319,2022-01-18,"Ouçam as crianças! “Por favor, se vacinem, não pensem só em vocês e sim em todas as crianças que estão nesse mundo porque elas precisam da ajuda de vocês, porque se vocês não se vacinarem, elas vão sofrer mais do que vocês.” Olga Damas, 10 anos. ",True,favorable,negative,true
5698,17776,B29774,2022-10-15,Alguém sabe se está tendo vacinação contra Covid-19 aos sábados? \nE onde?,True,favorable,unclear,false
5699,30675,C53,2022-04-06,"Os cuidados devem continuar, a pandemia ainda não acabou. Quem ainda não se vacinou, procure os pontos de imunização. A vacina é segura e ajuda a diminuir complicações da covid-19.",True,favorable,positive,false
5700,15398,B30664,2022-01-11,"A derrubada de post do Malafaia pelo twitter, no qual chamou vacinação de crianças de infanticídio, foi resultado da pressão popular. Vamos para cima das redes e dessa gente mentirosa e negacionista! #DerrubaMalafaia #DerrubeMalafaia #VacinasSalvamVidas #ForaBolsonaroVagabundo",True,favorable,negative,true
5701,11993,B31047,2022-01-19,"Nestes 365 dias de muito trabalho e dedicação, estivemos focados em vacinar e imunizar a população o mais rápido possível. 💉✨\n\nTenho orgulho de Aracaju ter sido uma das cidades que mais vacinou no país e por nosso programa de vacinação ser uma grande referência nacional. ",True,favorable,positive,false
5702,31566,C944,2022-09-10,"Na última semana da vacinação contra poliomielite em 2020, @jairbolsonaro reforçou sua posição no Twitter: “vacina obrigatória só no Faísca (cachorro)”..A vacinação em geral foi “sabotada” de diferentes maneiras por este governo.Veja as consequências: ",True,favorable,negative,false
5703,24421,B28753,2022-07-04,Falta de credibilidade:\nO governo não conseguiu voluntários para testar a vacina contra covid.\nAté agora foram torrados 15 milhões p/ desenvolver a vacina nacional.\nSomente 39 voluntários  p/ a fase UM.,True,unfavorable,negative,false
5704,17626,B29683,2022-06-24,"O Pet Scan é capaz de ajudar muito no tratamento do câncer, como analisar o estágio de um tumor e avaliar a eficácia do tratamento. Por isso, não medi esforços para atender um pedido do Hospital do Câncer de Rio Verde e destinei mais de R$ 6 milhões para aquisição do aparelho. ",False,,,
5705,31229,C607,2022-01-21,"Bom dia, Floripa. Crianças com 7 anos ou mais, sem comorbidades, já podem vacinar na SEAD, Antigo Aeroporto ou Centro de Eventos LHS. Das 9h as 16h.  Tem mudinha 🪴",True,favorable,positive,true
5706,11982,B31057,2022-01-12,"Você não precisa mais esperar a divulgação de um novo calendário para a dose de reforço. Completou 4 meses da D2, já pode se vacinar de novo.\n\nAté agora, já foram 128.263 aracajuanos que receberam a dose de reforço, o equivalente a 25,5% da nossa população acima de 18 anos.",True,favorable,positive,false
5707,27749,B29018,2022-06-28,"A coluna da @BereniceSearaEx  repercutiu minha fala no Fórum Brasil UK, em Oxford, onde critiquei a falta de renovação da política brasileira p/ conta da lógica de transferência de poder “de pai para filho”. Ao meu lado estava o deputado federal Rodrigo Maia, filho de Cesar Maia. ",False,,,
5708,29731,B29297,2022-12-14,"👉🏼 A população poderá solicitar abertura de processos de infraestrutura, limpeza urbana, entre outros. \n\n👉🏼 Os pets da região estão recebendo consultas veterinárias, vacinação antirrábica e testes de triagem para leishmaniose através do Vetmóvel.",False,,,
5709,31485,C863,2022-02-07,"Fui conferir as obras da Ponte Engenheiro Jaime Gusmão, que vai ligar o Monteiro à Iputinga. Já demolimos as antigas estruturas e agora estamos cravando estacas de reforço e construindo blocos de concreto. Essa ponte vai fazer uma diferença grande na mobilidade do Recife! 🚲🚗🏍 ",False,,,
5710,32492,C1870,2022-11-25,"Está equivocada a fala de Lula dizendo que vai responsabilizar líderes das igrejas evangélicas pelas mortes da Covid-19. Isso apenas mostra o desconhecimento dele em relação ao trabalho das igrejas, que têm sido um importante instrumento de conscientização quanto ao uso da vacina",True,favorable,negative,false
5711,33877,C3255,2022-01-11,"Olá, pessoal! Com a graça de Deus meu novo teste de covid foi negativo e anuncio que ainda esta tarde retornarei às atividades normais. Vamos em frente, na certeza que a vacina ainda é a nossa principal aliada no combate ao coronavírus.",True,favorable,positive,false
5712,30392,B29723,2022-03-03,"A FNP lança “Campanha Humanitária Todos Migrante é Legal” para ajudar os congoleses que buscam vidas melhores,ou simplesmente resguardar suas vidas e a dos seus familiares no Sul da África.\nDoe qualquer quantia para o pix: fednacpetroleiros@gmail.com ou CNPJ: 13.562.370-0001/64. ",False,,,
5713,31370,C748,2022-05-23,"Boa tarde, amigos! Que tenhamos todos uma semana muito abençoada! Comecei a minha tomando a 4a dose da vacina contra a COVID-19. Vamos continuar nos cuidando, hein!",True,favorable,positive,false
5714,30734,C112,2022-07-01,"O desgoverno gerou um prejuízo de R$ 37,3 milhões por causa da má gestão e por não se importar com o povo. Assim como foi com o tanto de ivermectina que perdeu a validade. Eles não se importam! ",True,unclear,negative,false
5715,31585,C963,2022-05-31,"Nos EUA, um médico com clínica em San Diego foi preso por vender cloroquina para tratar covid.Na contramão do mundo,JB tenta não só emplacar o kit no Sus, como criar uma “bancada cloroquina” no Congresso.Um dia a história mostrará o motivo da “obsessão”do presidente do Brasil.",True,unclear,negative,false
